"","alpha_x","beta_x","r_nucleus","D_t","specific_energy","let","alpha","beta","alpha_sigma","beta_sigma","cell","particle","RBE_alpha"
"488",0.11,0.06,6.5,8,51.5957,43.4974,0.400705,0.0406908,0,0,"U87","C",3.64277272727273
"489",0.11,0.06,6.5,8,44.9573,48.6036,0.418044,0.0394322,0,0,"U87","C",3.8004
"490",0.11,0.06,6.5,8,39.2618,54.3092,0.435994,0.0381098,0,0,"U87","C",3.96358181818182
"491",0.11,0.06,6.5,8,34.2647,60.6846,0.454854,0.0367009,0,0,"U87","C",4.13503636363636
"492",0.11,0.06,6.5,8,29.7038,67.8083,0.475337,0.0351548,0,0,"U87","C",4.32124545454545
"493",0.11,0.06,6.5,8,25.4413,75.7684,0.49827,0.0334122,0,0,"U87","C",4.52972727272727
"494",0.11,0.06,6.5,8,22.3389,84.6628,0.519329,0.0317525,0,0,"U87","C",4.72117272727273
"495",0.11,0.06,6.5,8,19.8176,94.6014,0.539892,0.0300812,0,0,"U87","C",4.90810909090909
"496",0.11,0.06,6.5,8,17.6226,105.707,0.560831,0.0283357,0,0,"U87","C",5.09846363636364
"497",0.11,0.06,6.5,8,15.6384,118.116,0.582725,0.0264719,0,0,"U87","C",5.2975
"498",0.11,0.06,6.5,8,13.8324,131.981,0.603027,0.0246535,0,0,"U87","C",5.48206363636364
"499",0.11,0.06,6.5,8,12.2193,147.474,0.623698,0.0227441,0,0,"U87","C",5.66998181818182
"500",0.11,0.06,6.5,8,10.7198,164.787,0.645879,0.0206604,0,0,"U87","C",5.87162727272727
"501",0.11,0.06,6.5,8,9.36755,184.131,0.66908,0.0184283,0,0,"U87","C",6.08254545454545
"502",0.11,0.06,6.5,8,8.12743,205.746,0.693839,0.0160056,0,0,"U87","C",6.30762727272727
"503",0.11,0.06,6.5,8,7.01567,229.899,0.719524,0.0134295,0,0,"U87","C",6.54112727272727
"504",0.11,0.06,6.5,8,6.01743,256.886,0.745991,0.0107071,0,0,"U87","C",6.78173636363636
"505",0.11,0.06,6.5,8,5.13233,287.042,0.772162,0.00791035,0,0,"U87","C",7.01965454545455
"506",0.11,0.06,6.5,8,4.37274,320.738,0.795068,0.00523843,0,0,"U87","C",7.22789090909091
"507",0.11,0.06,6.5,8,3.71339,358.39,0.811195,0.00292185,0,0,"U87","C",7.3745
"508",0.11,0.06,6.5,8,3.14966,400.461,0.812855,0.00145235,0,0,"U87","C",7.38959090909091
"509",0.11,0.06,6.5,8,2.67058,447.471,0.801611,0.000713574,0,0,"U87","C",7.28737272727273
"510",0.11,0.06,6.5,8,2.21493,500,0.782699,0.000361247,0,0,"U87","C",7.11544545454545
"511",0.313,0.0615,5,30,142.557,20,0.823753,0.0509835,0,0,"HSG","C",2.63179872204473
"512",0.313,0.0615,5,30,122.266,22.3478,0.86506,0.0499628,0,0,"HSG","C",2.76376996805112
"513",0.313,0.0615,5,30,105.215,24.9712,0.90739,0.0488738,0,0,"HSG","C",2.89900958466454
"514",0.313,0.0615,5,30,90.7771,27.9026,0.950762,0.0477091,0,0,"HSG","C",3.03757827476038
"515",0.313,0.0615,5,30,78.7268,31.1781,0.994543,0.046473,0,0,"HSG","C",3.17745367412141
"516",0.313,0.0615,5,30,68.2423,34.8381,1.03969,0.0451375,0,0,"HSG","C",3.32169329073482
"517",0.313,0.0615,5,30,59.3024,38.9277,1.08545,0.0437078,0,0,"HSG","C",3.46789137380192
"518",0.313,0.0615,5,30,51.5957,43.4974,1.13187,0.0421716,0,0,"HSG","C",3.61619808306709
"519",0.313,0.0615,5,30,44.9573,48.6036,1.17863,0.0405238,0,0,"HSG","C",3.7655910543131
"520",0.313,0.0615,5,30,39.2618,54.3092,1.22517,0.0387632,0,0,"HSG","C",3.91428115015974
"521",0.313,0.0615,5,30,34.2647,60.6846,1.27185,0.0368688,0,0,"HSG","C",4.06341853035144
"522",0.313,0.0615,5,30,29.7038,67.8083,1.31996,0.0347966,0,0,"HSG","C",4.21712460063898
"523",0.313,0.0615,5,30,25.4413,75.7684,1.37081,0.0324992,0,0,"HSG","C",4.37958466453674
"524",0.313,0.0615,5,30,22.3389,84.6628,1.41244,0.0302356,0,0,"HSG","C",4.51258785942492
"525",0.313,0.0615,5,30,19.8176,94.6014,1.44789,0.0279304,0,0,"HSG","C",4.62584664536741
"526",0.313,0.0615,5,30,17.6226,105.707,1.47857,0.0255426,0,0,"HSG","C",4.72386581469649
"527",0.313,0.0615,5,30,15.6384,118.116,1.50482,0.0230564,0,0,"HSG","C",4.80773162939297
"528",0.313,0.0615,5,30,13.8324,131.981,1.52581,0.0204861,0,0,"HSG","C",4.87479233226837
"529",0.313,0.0615,5,30,12.2193,147.474,1.53609,0.017972,0,0,"HSG","C",4.9076357827476
"530",0.313,0.0615,5,30,10.7198,164.787,1.53786,0.0154647,0,0,"HSG","C",4.91329073482428
"531",0.313,0.0615,5,30,9.36755,184.131,1.53086,0.0129812,0,0,"HSG","C",4.89092651757189
"532",0.313,0.0615,5,30,8.12743,205.746,1.51458,0.0105505,0,0,"HSG","C",4.83891373801917
"533",0.313,0.0615,5,30,7.01567,229.899,1.48686,0.00825533,0,0,"HSG","C",4.75035143769968
"534",0.313,0.0615,5,30,6.01743,256.886,1.44683,0.00615178,0,0,"HSG","C",4.62246006389776
"535",0.313,0.0615,5,30,5.13233,287.042,1.39345,0.00430975,0,0,"HSG","C",4.45191693290735
"536",0.313,0.0615,5,30,4.37274,320.738,1.32591,0.00280436,0,0,"HSG","C",4.23613418530351
"537",0.313,0.0615,5,30,3.71339,358.39,1.2459,0.0016466,0,0,"HSG","C",3.98051118210863
"538",0.313,0.0615,5,30,3.14966,400.461,1.1557,0.000842908,0,0,"HSG","C",3.69233226837061
"539",0.313,0.0615,5,30,2.67058,447.471,1.05927,0.000359969,0,0,"HSG","C",3.38424920127796
"540",0.313,0.0615,5,30,2.21493,500,0.961511,0.00013536,0,0,"HSG","C",3.07192012779553
